action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414212,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '6.23', 'le': None, 'lle': None, 'sei': None}",CHEMBL4752720,,CHEMBL4752720,6.55,0,http://www.openphacts.org/units/Nanomolar,3511974,=,1,1,=,,IC50,nM,,280.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,280.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414213,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '6.61', 'le': None, 'lle': None, 'sei': None}",CHEMBL4796106,,CHEMBL4796106,7.04,0,http://www.openphacts.org/units/Nanomolar,3511975,=,1,1,=,,IC50,nM,,91.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,91.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414214,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '6.35', 'le': None, 'lle': None, 'sei': None}",CHEMBL4787250,,CHEMBL4787250,6.94,0,http://www.openphacts.org/units/Nanomolar,3511976,=,1,1,=,,IC50,nM,,115.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,115.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414215,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '6.91', 'le': None, 'lle': None, 'sei': None}",CHEMBL4776337,,CHEMBL4776337,7.16,0,http://www.openphacts.org/units/Nanomolar,3511977,=,1,1,=,,IC50,nM,,70.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,70.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414216,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)C(C)C,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '6.83', 'le': None, 'lle': None, 'sei': None}",CHEMBL4750619,,CHEMBL4750619,7.26,0,http://www.openphacts.org/units/Nanomolar,3511978,=,1,1,=,,IC50,nM,,55.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,55.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414217,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '7.28', 'le': None, 'lle': None, 'sei': None}",CHEMBL4746924,,CHEMBL4746924,7.72,0,http://www.openphacts.org/units/Nanomolar,3511979,=,1,1,=,,IC50,nM,,19.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,19.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414218,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '7.31', 'le': None, 'lle': None, 'sei': None}",CHEMBL4754176,,CHEMBL4754176,7.89,0,http://www.openphacts.org/units/Nanomolar,3511980,=,1,1,=,,IC50,nM,,13.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,13.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414219,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1CSC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '7.41', 'le': None, 'lle': None, 'sei': None}",CHEMBL4762897,,CHEMBL4762897,8.00,0,http://www.openphacts.org/units/Nanomolar,3511981,=,1,1,=,,IC50,nM,,10.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,10.0
,,22414220,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,,CHEMBL4752638,,CHEMBL4752638,,0,http://www.openphacts.org/units/Nanomolar,3511982,>,1,1,>,,IC50,nM,,64000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,64000.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414221,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '3.82', 'le': None, 'lle': None, 'sei': None}",CHEMBL4758792,,CHEMBL4758792,4.30,0,http://www.openphacts.org/units/Nanomolar,3511983,=,1,1,=,,IC50,nM,,50000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,50000.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414222,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCO)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '4.28', 'le': None, 'lle': None, 'sei': None}",CHEMBL4754410,,CHEMBL4754410,4.56,0,http://www.openphacts.org/units/Nanomolar,3511984,=,1,1,=,,IC50,nM,,27432.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,27432.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414223,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '3.95', 'le': None, 'lle': None, 'sei': None}",CHEMBL4784094,,CHEMBL4784094,4.52,0,http://www.openphacts.org/units/Nanomolar,3511985,=,1,1,=,,IC50,nM,,30347.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,30347.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414224,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)cc1OC,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '3.90', 'le': None, 'lle': None, 'sei': None}",CHEMBL4748429,,CHEMBL4748429,4.57,0,http://www.openphacts.org/units/Nanomolar,3511986,=,1,1,=,,IC50,nM,,27052.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,27052.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414225,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccncc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '4.26', 'le': None, 'lle': None, 'sei': None}",CHEMBL4794840,,CHEMBL4794840,4.74,0,http://www.openphacts.org/units/Nanomolar,3511987,=,1,1,=,,IC50,nM,,18310.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,18310.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414226,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '3.88', 'le': None, 'lle': None, 'sei': None}",CHEMBL4783243,,CHEMBL4783243,4.53,0,http://www.openphacts.org/units/Nanomolar,3511988,=,1,1,=,,IC50,nM,,29569.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,29569.0
,,22414227,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,,CHEMBL4782442,,CHEMBL4782442,,0,http://www.openphacts.org/units/Nanomolar,3511989,>,1,1,>,,IC50,nM,,64000.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,64000.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414228,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '3.92', 'le': None, 'lle': None, 'sei': None}",CHEMBL4791221,,CHEMBL4791221,4.55,0,http://www.openphacts.org/units/Nanomolar,3511990,=,1,1,=,,IC50,nM,,28346.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,28346.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414229,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(C(=O)c2ccccc2)cc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '4.39', 'le': None, 'lle': None, 'sei': None}",CHEMBL4779152,,CHEMBL4779152,5.34,0,http://www.openphacts.org/units/Nanomolar,3511991,=,1,1,=,,IC50,nM,,4571.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,4571.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414230,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N1C[C@@H](F)C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '6.28', 'le': None, 'lle': None, 'sei': None}",CHEMBL4747777,,CHEMBL4747777,6.68,0,http://www.openphacts.org/units/Nanomolar,3511992,=,1,1,=,,IC50,nM,,207.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,207.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22414231,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4672126,Binding affinity to human KEAP1 Kelch domain (322 to 609 residues) incubated for 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O,,,CHEMBL4665857,Bioorg Med Chem,2020,"{'bei': '4.21', 'le': None, 'lle': None, 'sei': None}",CHEMBL4763685,,CHEMBL4763685,4.48,0,http://www.openphacts.org/units/Nanomolar,3511993,=,1,1,=,,IC50,nM,,33180.0,CHEMBL2069156,Homo sapiens,Kelch-like ECH-associated protein 1,9606,,,IC50,nM,UO_0000065,,33180.0
